year,entity,type_of_crime,count
2021,Veracruz de Ignacio de la Llave,Robbery,22697
2021,Veracruz de Ignacio de la Llave,Sexual abuse,879
2021,Veracruz de Ignacio de la Llave,Sexual harassment,408
2021,Veracruz de Ignacio de la Llave,Simple rape,475
2021,Veracruz de Ignacio de la Llave,Threats,7137
2021,Yucatán,Abduction,0
2021,Yucatán,Abortion,0
2021,Yucatán,Aggravated rape,0
2021,Yucatán,Burglary,74
2021,Yucatán,Child trafficking,0
2021,Yucatán,Corruption of minors,6
2021,Yucatán,Counterfeiting,17
2021,Yucatán,Crimes committed by public officials,9
2021,Yucatán,Dispossession,30
2021,Yucatán,Domestic violence,884
2021,Yucatán,Drug trafficking (small-scale),223
2021,Yucatán,Electoral crimes,3
2021,Yucatán,Embezzlement,279
2021,Yucatán,Environmental crimes,2
2021,Yucatán,Extortion,3
2021,Yucatán,Feminicide,5
2021,Yucatán,Forgery,8
2021,Yucatán,Fraud,465
2021,Yucatán,Gender-based violence in all its forms other than domestic violence,0
2021,Yucatán,Homicide,231
2021,Yucatán,Human trafficking,5
2021,Yucatán,Incest,0
2021,Yucatán,Injuries,280
2021,Yucatán,Kidnapping,1
2021,Yucatán,Non-compliance with family support obligations,172
2021,Yucatán,Other common law crimes,1775
2021,Yucatán,Other crimes against heritage or property,165
2021,Yucatán,Other crimes against life and bodily integrity,287
2021,Yucatán,Other crimes against personal freedom,4
2021,Yucatán,Other crimes against sexual freedom and security,0
2021,Yucatán,Other crimes against society,6
2021,Yucatán,Other crimes against the family,36
2021,Yucatán,Prisoner escape,0
2021,Yucatán,Property damage,1238
2021,Yucatán,Robbery,352
2021,Yucatán,Sexual abuse,59
2021,Yucatán,Sexual harassment,9
2021,Yucatán,Simple rape,39
2021,Yucatán,Threats,1898
2021,Zacatecas,Abduction,0
2021,Zacatecas,Abortion,6
2021,Zacatecas,Aggravated rape,150
2021,Zacatecas,Burglary,207
2021,Zacatecas,Child trafficking,0
2021,Zacatecas,Corruption of minors,31
2021,Zacatecas,Counterfeiting,95
2021,Zacatecas,Crimes committed by public officials,330
2021,Zacatecas,Dispossession,378
2021,Zacatecas,Domestic violence,3453
2021,Zacatecas,Drug trafficking (small-scale),314
2021,Zacatecas,Electoral crimes,174
2021,Zacatecas,Embezzlement,342
2021,Zacatecas,Environmental crimes,8
2021,Zacatecas,Extortion,486
2021,Zacatecas,Feminicide,11
2021,Zacatecas,Forgery,144
2021,Zacatecas,Fraud,1262
2021,Zacatecas,Gender-based violence in all its forms other than domestic violence,0
2021,Zacatecas,Homicide,1467
2021,Zacatecas,Human trafficking,8
2021,Zacatecas,Incest,0
2021,Zacatecas,Injuries,2464
2021,Zacatecas,Kidnapping,17
2021,Zacatecas,Non-compliance with family support obligations,617
2021,Zacatecas,Other common law crimes,1712
2021,Zacatecas,Other crimes against heritage or property,119
2021,Zacatecas,Other crimes against life and bodily integrity,427
2021,Zacatecas,Other crimes against personal freedom,458
2021,Zacatecas,Other crimes against sexual freedom and security,144
2021,Zacatecas,Other crimes against society,0
2021,Zacatecas,Other crimes against the family,117
2021,Zacatecas,Prisoner escape,3
2021,Zacatecas,Property damage,2224
2021,Zacatecas,Robbery,6123
2021,Zacatecas,Sexual abuse,259
2021,Zacatecas,Sexual harassment,144
2021,Zacatecas,Simple rape,151
2021,Zacatecas,Threats,1265
2022,Aguascalientes,Abduction,0
2022,Aguascalientes,Abortion,13
2022,Aguascalientes,Aggravated rape,112
2022,Aguascalientes,Burglary,721
2022,Aguascalientes,Child trafficking,0
2022,Aguascalientes,Corruption of minors,62
2022,Aguascalientes,Counterfeiting,824
2022,Aguascalientes,Crimes committed by public officials,474
2022,Aguascalientes,Dispossession,402
2022,Aguascalientes,Domestic violence,2534
2022,Aguascalientes,Drug trafficking (small-scale),2079
2022,Aguascalientes,Electoral crimes,51
2022,Aguascalientes,Embezzlement,833
2022,Aguascalientes,Environmental crimes,90
2022,Aguascalientes,Extortion,97
2022,Aguascalientes,Feminicide,10
2022,Aguascalientes,Forgery,88
2022,Aguascalientes,Fraud,2638
2022,Aguascalientes,Gender-based violence in all its forms other than domestic violence,13
2022,Aguascalientes,Homicide,226
2022,Aguascalientes,Human trafficking,4
2022,Aguascalientes,Incest,0
2022,Aguascalientes,Injuries,4681
2022,Aguascalientes,Kidnapping,5
2022,Aguascalientes,Non-compliance with family support obligations,256
2022,Aguascalientes,Other common law crimes,2410
2022,Aguascalientes,Other crimes against heritage or property,312
2022,Aguascalientes,Other crimes against life and bodily integrity,45
2022,Aguascalientes,Other crimes against personal freedom,377
2022,Aguascalientes,Other crimes against sexual freedom and security,584
2022,Aguascalientes,Other crimes against society,1
2022,Aguascalientes,Other crimes against the family,33
2022,Aguascalientes,Prisoner escape,2
2022,Aguascalientes,Property damage,4728
2022,Aguascalientes,Robbery,10661
2022,Aguascalientes,Sexual abuse,0
2022,Aguascalientes,Sexual harassment,135
2022,Aguascalientes,Simple rape,250
2022,Aguascalientes,Threats,3819
2022,Baja California,Abduction,0
2022,Baja California,Abortion,42
2022,Baja California,Aggravated rape,344
2022,Baja California,Burglary,2120
2022,Baja California,Child trafficking,0
2022,Baja California,Corruption of minors,727
2022,Baja California,Counterfeiting,437
2022,Baja California,Crimes committed by public officials,896
2022,Baja California,Dispossession,1440
2022,Baja California,Domestic violence,13262
2022,Baja California,Drug trafficking (small-scale),9655
2022,Baja California,Electoral crimes,11
2022,Baja California,Embezzlement,512
2022,Baja California,Environmental crimes,17
2022,Baja California,Extortion,172
2022,Baja California,Feminicide,26
2022,Baja California,Forgery,182
2022,Baja California,Fraud,2761
2022,Baja California,Gender-based violence in all its forms other than domestic violence,0
2022,Baja California,Homicide,2993
2022,Baja California,Human trafficking,70
2022,Baja California,Incest,0
2022,Baja California,Injuries,7047
2022,Baja California,Kidnapping,18
2022,Baja California,Non-compliance with family support obligations,995
2022,Baja California,Other common law crimes,8552
2022,Baja California,Other crimes against heritage or property,1227
2022,Baja California,Other crimes against life and bodily integrity,2408
2022,Baja California,Other crimes against personal freedom,2456
2022,Baja California,Other crimes against sexual freedom and security,388
2022,Baja California,Other crimes against society,56
2022,Baja California,Other crimes against the family,653
2022,Baja California,Prisoner escape,2
2022,Baja California,Property damage,8231
2022,Baja California,Robbery,33078
2022,Baja California,Sexual abuse,1680
2022,Baja California,Sexual harassment,492
2022,Baja California,Simple rape,660
2022,Baja California,Threats,6119
2022,Baja California Sur,Abduction,0
2022,Baja California Sur,Abortion,3
2022,Baja California Sur,Aggravated rape,43
2022,Baja California Sur,Burglary,220
2022,Baja California Sur,Child trafficking,0
2022,Baja California Sur,Corruption of minors,46
2022,Baja California Sur,Counterfeiting,77
2022,Baja California Sur,Crimes committed by public officials,268
2022,Baja California Sur,Dispossession,332
2022,Baja California Sur,Domestic violence,2620
2022,Baja California Sur,Drug trafficking (small-scale),519
2022,Baja California Sur,Electoral crimes,5
2022,Baja California Sur,Embezzlement,266
2022,Baja California Sur,Environmental crimes,5
2022,Baja California Sur,Extortion,164
2022,Baja California Sur,Feminicide,6
2022,Baja California Sur,Forgery,186
2022,Baja California Sur,Fraud,1287
2022,Baja California Sur,Gender-based violence in all its forms other than domestic violence,5
2022,Baja California Sur,Homicide,112
2022,Baja California Sur,Human trafficking,3
2022,Baja California Sur,Incest,0
2022,Baja California Sur,Injuries,1982
2022,Baja California Sur,Kidnapping,3
2022,Baja California Sur,Non-compliance with family support obligations,639
2022,Baja California Sur,Other common law crimes,1010
2022,Baja California Sur,Other crimes against heritage or property,188
2022,Baja California Sur,Other crimes against life and bodily integrity,174
2022,Baja California Sur,Other crimes against personal freedom,107
2022,Baja California Sur,Other crimes against sexual freedom and security,173
2022,Baja California Sur,Other crimes against society,1
2022,Baja California Sur,Other crimes against the family,244
2022,Baja California Sur,Prisoner escape,0
2022,Baja California Sur,Property damage,1599
2022,Baja California Sur,Robbery,5722
2022,Baja California Sur,Sexual abuse,429
2022,Baja California Sur,Sexual harassment,124
2022,Baja California Sur,Simple rape,247
2022,Baja California Sur,Threats,1677
2022,Campeche,Abduction,0
2022,Campeche,Abortion,5
2022,Campeche,Aggravated rape,250
2022,Campeche,Burglary,448
2022,Campeche,Child trafficking,0
2022,Campeche,Corruption of minors,50
2022,Campeche,Counterfeiting,275
2022,Campeche,Crimes committed by public officials,128
2022,Campeche,Dispossession,347
2022,Campeche,Domestic violence,1957
2022,Campeche,Drug trafficking (small-scale),224
2022,Campeche,Electoral crimes,2
2022,Campeche,Embezzlement,486
2022,Campeche,Environmental crimes,17
2022,Campeche,Extortion,90
2022,Campeche,Feminicide,11
2022,Campeche,Forgery,52
2022,Campeche,Fraud,1074
2022,Campeche,Gender-based violence in all its forms other than domestic violence,0
2022,Campeche,Homicide,203
2022,Campeche,Human trafficking,0
2022,Campeche,Incest,0
2022,Campeche,Injuries,4514
2022,Campeche,Kidnapping,3
2022,Campeche,Non-compliance with family support obligations,277
2022,Campeche,Other common law crimes,1268
2022,Campeche,Other crimes against heritage or property,465
2022,Campeche,Other crimes against life and bodily integrity,271
2022,Campeche,Other crimes against personal freedom,266
2022,Campeche,Other crimes against sexual freedom and security,57
2022,Campeche,Other crimes against society,2
2022,Campeche,Other crimes against the family,15
2022,Campeche,Prisoner escape,0
2022,Campeche,Property damage,3049
2022,Campeche,Robbery,5936
2022,Campeche,Sexual abuse,370
2022,Campeche,Sexual harassment,97
2022,Campeche,Simple rape,107
2022,Campeche,Threats,3220
2022,Chiapas,Abduction,0
2022,Chiapas,Abortion,3
2022,Chiapas,Aggravated rape,25
2022,Chiapas,Burglary,91
2022,Chiapas,Child trafficking,0
2022,Chiapas,Corruption of minors,18
2022,Chiapas,Counterfeiting,42
2022,Chiapas,Crimes committed by public officials,87
2022,Chiapas,Dispossession,156
2022,Chiapas,Domestic violence,1776
2022,Chiapas,Drug trafficking (small-scale),1893
2022,Chiapas,Electoral crimes,17
2022,Chiapas,Embezzlement,136
2022,Chiapas,Environmental crimes,53
2022,Chiapas,Extortion,29
2022,Chiapas,Feminicide,44
2022,Chiapas,Forgery,8
2022,Chiapas,Fraud,219
2022,Chiapas,Gender-based violence in all its forms other than domestic violence,0
2022,Chiapas,Homicide,1122
2022,Chiapas,Human trafficking,5
2022,Chiapas,Incest,1
2022,Chiapas,Injuries,1520
2022,Chiapas,Kidnapping,11
2022,Chiapas,Non-compliance with family support obligations,278
2022,Chiapas,Other common law crimes,1359
2022,Chiapas,Other crimes against heritage or property,77
2022,Chiapas,Other crimes against life and bodily integrity,126
2022,Chiapas,Other crimes against personal freedom,165
2022,Chiapas,Other crimes against sexual freedom and security,677
2022,Chiapas,Other crimes against society,90
2022,Chiapas,Other crimes against the family,6
2022,Chiapas,Prisoner escape,3
2022,Chiapas,Property damage,1243
2022,Chiapas,Robbery,2528
2022,Chiapas,Sexual abuse,218
2022,Chiapas,Sexual harassment,101
2022,Chiapas,Simple rape,394
2022,Chiapas,Threats,1481
2022,Chihuahua,Abduction,0
2022,Chihuahua,Abortion,10
2022,Chihuahua,Aggravated rape,291
2022,Chihuahua,Burglary,485
2022,Chihuahua,Child trafficking,0
2022,Chihuahua,Corruption of minors,102
2022,Chihuahua,Counterfeiting,811
2022,Chihuahua,Crimes committed by public officials,826
2022,Chihuahua,Dispossession,873
2022,Chihuahua,Domestic violence,13513
2022,Chihuahua,Drug trafficking (small-scale),3525
2022,Chihuahua,Electoral crimes,16
2022,Chihuahua,Embezzlement,1099
2022,Chihuahua,Environmental crimes,27
2022,Chihuahua,Extortion,6
2022,Chihuahua,Feminicide,43
2022,Chihuahua,Forgery,229
2022,Chihuahua,Fraud,7326
2022,Chihuahua,Gender-based violence in all its forms other than domestic violence,43
2022,Chihuahua,Homicide,2059
2022,Chihuahua,Human trafficking,38
2022,Chihuahua,Incest,0
2022,Chihuahua,Injuries,5510
2022,Chihuahua,Kidnapping,21
2022,Chihuahua,Non-compliance with family support obligations,2114
2022,Chihuahua,Other common law crimes,1640
2022,Chihuahua,Other crimes against heritage or property,1553
2022,Chihuahua,Other crimes against life and bodily integrity,371
2022,Chihuahua,Other crimes against personal freedom,870
2022,Chihuahua,Other crimes against sexual freedom and security,439
2022,Chihuahua,Other crimes against society,1
2022,Chihuahua,Other crimes against the family,35
2022,Chihuahua,Prisoner escape,3
2022,Chihuahua,Property damage,8040
2022,Chihuahua,Robbery,14537
2022,Chihuahua,Sexual abuse,1954
2022,Chihuahua,Sexual harassment,397
2022,Chihuahua,Simple rape,1205
2022,Chihuahua,Threats,3198
2022,Ciudad de México,Abduction,9
2022,Ciudad de México,Abortion,192
2022,Ciudad de México,Aggravated rape,1703
2022,Ciudad de México,Burglary,853
2022,Ciudad de México,Child trafficking,2
2022,Ciudad de México,Corruption of minors,341
2022,Ciudad de México,Counterfeiting,2409
2022,Ciudad de México,Crimes committed by public officials,4946
2022,Ciudad de México,Dispossession,4039
2022,Ciudad de México,Domestic violence,37024
2022,Ciudad de México,Drug trafficking (small-scale),4394
2022,Ciudad de México,Electoral crimes,58
2022,Ciudad de México,Embezzlement,5147
2022,Ciudad de México,Environmental crimes,1092
2022,Ciudad de México,Extortion,357
2022,Ciudad de México,Feminicide,75
2022,Ciudad de México,Forgery,537
2022,Ciudad de México,Fraud,21493
2022,Ciudad de México,Gender-based violence in all its forms other than domestic violence,0
2022,Ciudad de México,Homicide,1438
2022,Ciudad de México,Human trafficking,169
2022,Ciudad de México,Incest,0
2022,Ciudad de México,Injuries,10542
2022,Ciudad de México,Kidnapping,27
2022,Ciudad de México,Non-compliance with family support obligations,940
2022,Ciudad de México,Other common law crimes,9939
2022,Ciudad de México,Other crimes against heritage or property,4249
2022,Ciudad de México,Other crimes against life and bodily integrity,1075
2022,Ciudad de México,Other crimes against personal freedom,1694
2022,Ciudad de México,Other crimes against sexual freedom and security,1868
2022,Ciudad de México,Other crimes against society,1674
2022,Ciudad de México,Other crimes against the family,16
2022,Ciudad de México,Prisoner escape,15
2022,Ciudad de México,Property damage,11386
2022,Ciudad de México,Robbery,77132
2022,Ciudad de México,Sexual abuse,4656
2022,Ciudad de México,Sexual harassment,1481
2022,Ciudad de México,Simple rape,822
2022,Ciudad de México,Threats,18850
2022,Coahuila de Zaragoza,Abduction,0
2022,Coahuila de Zaragoza,Abortion,2
2022,Coahuila de Zaragoza,Aggravated rape,299
2022,Coahuila de Zaragoza,Burglary,918
2022,Coahuila de Zaragoza,Child trafficking,0
2022,Coahuila de Zaragoza,Corruption of minors,29
2022,Coahuila de Zaragoza,Counterfeiting,115
2022,Coahuila de Zaragoza,Crimes committed by public officials,666
2022,Coahuila de Zaragoza,Dispossession,484
2022,Coahuila de Zaragoza,Domestic violence,12718
2022,Coahuila de Zaragoza,Drug trafficking (small-scale),11032
2022,Coahuila de Zaragoza,Electoral crimes,36
2022,Coahuila de Zaragoza,Embezzlement,735
2022,Coahuila de Zaragoza,Environmental crimes,7
2022,Coahuila de Zaragoza,Extortion,34
2022,Coahuila de Zaragoza,Feminicide,24
2022,Coahuila de Zaragoza,Forgery,17
2022,Coahuila de Zaragoza,Fraud,1684
2022,Coahuila de Zaragoza,Gender-based violence in all its forms other than domestic violence,0
2022,Coahuila de Zaragoza,Homicide,391
2022,Coahuila de Zaragoza,Human trafficking,13
2022,Coahuila de Zaragoza,Incest,1
2022,Coahuila de Zaragoza,Injuries,4775
2022,Coahuila de Zaragoza,Kidnapping,4
2022,Coahuila de Zaragoza,Non-compliance with family support obligations,205
2022,Coahuila de Zaragoza,Other common law crimes,3095
2022,Coahuila de Zaragoza,Other crimes against heritage or property,1920
2022,Coahuila de Zaragoza,Other crimes against life and bodily integrity,50
2022,Coahuila de Zaragoza,Other crimes against personal freedom,50
2022,Coahuila de Zaragoza,Other crimes against sexual freedom and security,73
2022,Coahuila de Zaragoza,Other crimes against society,1
2022,Coahuila de Zaragoza,Other crimes against the family,197
2022,Coahuila de Zaragoza,Prisoner escape,1
2022,Coahuila de Zaragoza,Property damage,7665
2022,Coahuila de Zaragoza,Robbery,7322
2022,Coahuila de Zaragoza,Sexual abuse,1046
2022,Coahuila de Zaragoza,Sexual harassment,511
2022,Coahuila de Zaragoza,Simple rape,181
2022,Coahuila de Zaragoza,Threats,8310
2022,Colima,Abduction,0
2022,Colima,Abortion,5
2022,Colima,Aggravated rape,0
2022,Colima,Burglary,193
2022,Colima,Child trafficking,0
2022,Colima,Corruption of minors,28
2022,Colima,Counterfeiting,149
2022,Colima,Crimes committed by public officials,221
2022,Colima,Dispossession,370
2022,Colima,Domestic violence,4405
2022,Colima,Drug trafficking (small-scale),1965
2022,Colima,Electoral crimes,3
2022,Colima,Embezzlement,498
2022,Colima,Environmental crimes,5
2022,Colima,Extortion,142
2022,Colima,Feminicide,18
2022,Colima,Forgery,81
2022,Colima,Fraud,1532
2022,Colima,Gender-based violence in all its forms other than domestic violence,0
2022,Colima,Homicide,901
2022,Colima,Human trafficking,5
2022,Colima,Incest,0
2022,Colima,Injuries,1875
2022,Colima,Kidnapping,7
2022,Colima,Non-compliance with family support obligations,603
2022,Colima,Other common law crimes,1060
2022,Colima,Other crimes against heritage or property,219
2022,Colima,Other crimes against life and bodily integrity,0
2022,Colima,Other crimes against personal freedom,366
2022,Colima,Other crimes against sexual freedom and security,47
2022,Colima,Other crimes against society,92
2022,Colima,Other crimes against the family,0
2022,Colima,Prisoner escape,0
2022,Colima,Property damage,3082
2022,Colima,Robbery,7115
2022,Colima,Sexual abuse,404
2022,Colima,Sexual harassment,56
2022,Colima,Simple rape,170
2022,Colima,Threats,3102
2022,Durango,Abduction,0
2022,Durango,Abortion,2
2022,Durango,Aggravated rape,4
2022,Durango,Burglary,130
2022,Durango,Child trafficking,0
2022,Durango,Corruption of minors,0
2022,Durango,Counterfeiting,95
2022,Durango,Crimes committed by public officials,25
2022,Durango,Dispossession,405
2022,Durango,Domestic violence,5079
2022,Durango,Drug trafficking (small-scale),831
2022,Durango,Electoral crimes,10
2022,Durango,Embezzlement,716
2022,Durango,Environmental crimes,5
2022,Durango,Extortion,65
2022,Durango,Feminicide,18
2022,Durango,Forgery,26
2022,Durango,Fraud,1648
2022,Durango,Gender-based violence in all its forms other than domestic violence,10
2022,Durango,Homicide,345
2022,Durango,Human trafficking,1
2022,Durango,Incest,0
2022,Durango,Injuries,3778
2022,Durango,Kidnapping,1
2022,Durango,Non-compliance with family support obligations,142
2022,Durango,Other common law crimes,752
2022,Durango,Other crimes against heritage or property,29
2022,Durango,Other crimes against life and bodily integrity,13
2022,Durango,Other crimes against personal freedom,150
2022,Durango,Other crimes against sexual freedom and security,312
2022,Durango,Other crimes against society,7
2022,Durango,Other crimes against the family,610
2022,Durango,Prisoner escape,2
2022,Durango,Property damage,2626
2022,Durango,Robbery,6327
2022,Durango,Sexual abuse,570
2022,Durango,Sexual harassment,128
2022,Durango,Simple rape,310
2022,Durango,Threats,1262
2022,Guanajuato,Abduction,0
2022,Guanajuato,Abortion,24
2022,Guanajuato,Aggravated rape,90
2022,Guanajuato,Burglary,454
2022,Guanajuato,Child trafficking,1
2022,Guanajuato,Corruption of minors,356
2022,Guanajuato,Counterfeiting,707
2022,Guanajuato,Crimes committed by public officials,136
2022,Guanajuato,Dispossession,1483
2022,Guanajuato,Domestic violence,13724
2022,Guanajuato,Drug trafficking (small-scale),22359
2022,Guanajuato,Electoral crimes,3
2022,Guanajuato,Embezzlement,1650
2022,Guanajuato,Environmental crimes,8
2022,Guanajuato,Extortion,523
2022,Guanajuato,Feminicide,21
2022,Guanajuato,Forgery,243
2022,Guanajuato,Fraud,4245
2022,Guanajuato,Gender-based violence in all its forms other than domestic violence,0
2022,Guanajuato,Homicide,3513
2022,Guanajuato,Human trafficking,1
2022,Guanajuato,Incest,1
2022,Guanajuato,Injuries,13638
2022,Guanajuato,Kidnapping,9
2022,Guanajuato,Non-compliance with family support obligations,2200
2022,Guanajuato,Other common law crimes,17238
2022,Guanajuato,Other crimes against heritage or property,203
2022,Guanajuato,Other crimes against life and bodily integrity,875
2022,Guanajuato,Other crimes against personal freedom,0
2022,Guanajuato,Other crimes against sexual freedom and security,33
2022,Guanajuato,Other crimes against society,0
2022,Guanajuato,Other crimes against the family,55
2022,Guanajuato,Prisoner escape,8
2022,Guanajuato,Property damage,12329
2022,Guanajuato,Robbery,31259
2022,Guanajuato,Sexual abuse,1450
2022,Guanajuato,Sexual harassment,444
2022,Guanajuato,Simple rape,863
2022,Guanajuato,Threats,11194
2022,Guerrero,Abduction,0
2022,Guerrero,Abortion,6
2022,Guerrero,Aggravated rape,190
2022,Guerrero,Burglary,216
2022,Guerrero,Child trafficking,0
2022,Guerrero,Corruption of minors,17
2022,Guerrero,Counterfeiting,297
2022,Guerrero,Crimes committed by public officials,242
2022,Guerrero,Dispossession,615
2022,Guerrero,Domestic violence,3467
2022,Guerrero,Drug trafficking (small-scale),791
2022,Guerrero,Electoral crimes,2
2022,Guerrero,Embezzlement,324
2022,Guerrero,Environmental crimes,7
2022,Guerrero,Extortion,260
2022,Guerrero,Feminicide,12
2022,Guerrero,Forgery,84
2022,Guerrero,Fraud,940
2022,Guerrero,Gender-based violence in all its forms other than domestic violence,298
2022,Guerrero,Homicide,1574
2022,Guerrero,Human trafficking,13
2022,Guerrero,Incest,0
2022,Guerrero,Injuries,3469
2022,Guerrero,Kidnapping,16
2022,Guerrero,Non-compliance with family support obligations,524
2022,Guerrero,Other common law crimes,1142
2022,Guerrero,Other crimes against heritage or property,0
2022,Guerrero,Other crimes against life and bodily integrity,30
2022,Guerrero,Other crimes against personal freedom,430
2022,Guerrero,Other crimes against sexual freedom and security,0
2022,Guerrero,Other crimes against society,0
2022,Guerrero,Other crimes against the family,186
2022,Guerrero,Prisoner escape,2
2022,Guerrero,Property damage,2120
2022,Guerrero,Robbery,6034
2022,Guerrero,Sexual abuse,451
2022,Guerrero,Sexual harassment,187
2022,Guerrero,Simple rape,249
2022,Guerrero,Threats,2923
2022,Hidalgo,Abduction,1
2022,Hidalgo,Abortion,18
2022,Hidalgo,Aggravated rape,543
2022,Hidalgo,Burglary,271
2022,Hidalgo,Child trafficking,0
2022,Hidalgo,Corruption of minors,42
2022,Hidalgo,Counterfeiting,215
2022,Hidalgo,Crimes committed by public officials,541
2022,Hidalgo,Dispossession,923
2022,Hidalgo,Domestic violence,6929
2022,Hidalgo,Drug trafficking (small-scale),485
2022,Hidalgo,Electoral crimes,131
2022,Hidalgo,Embezzlement,466
2022,Hidalgo,Environmental crimes,0
2022,Hidalgo,Extortion,232
2022,Hidalgo,Feminicide,19
2022,Hidalgo,Forgery,145
2022,Hidalgo,Fraud,1363
2022,Hidalgo,Gender-based violence in all its forms other than domestic violence,0
2022,Hidalgo,Homicide,545
2022,Hidalgo,Human trafficking,13
2022,Hidalgo,Incest,0
2022,Hidalgo,Injuries,6207
2022,Hidalgo,Kidnapping,15
2022,Hidalgo,Non-compliance with family support obligations,909
2022,Hidalgo,Other common law crimes,10438
2022,Hidalgo,Other crimes against heritage or property,184
2022,Hidalgo,Other crimes against life and bodily integrity,185
2022,Hidalgo,Other crimes against personal freedom,1805
2022,Hidalgo,Other crimes against sexual freedom and security,336
2022,Hidalgo,Other crimes against society,13
2022,Hidalgo,Other crimes against the family,2
2022,Hidalgo,Prisoner escape,1
2022,Hidalgo,Property damage,2679
2022,Hidalgo,Robbery,12607
2022,Hidalgo,Sexual abuse,673
2022,Hidalgo,Sexual harassment,109
2022,Hidalgo,Simple rape,509
2022,Hidalgo,Threats,3034
2022,Jalisco,Abduction,0
2022,Jalisco,Abortion,6
2022,Jalisco,Aggravated rape,41
2022,Jalisco,Burglary,253
2022,Jalisco,Child trafficking,1
2022,Jalisco,Corruption of minors,113
2022,Jalisco,Counterfeiting,1310
2022,Jalisco,Crimes committed by public officials,441
2022,Jalisco,Dispossession,1442
2022,Jalisco,Domestic violence,13747
2022,Jalisco,Drug trafficking (small-scale),1322
2022,Jalisco,Electoral crimes,0
2022,Jalisco,Embezzlement,1509
2022,Jalisco,Environmental crimes,49
2022,Jalisco,Extortion,663
2022,Jalisco,Feminicide,38
2022,Jalisco,Forgery,165
2022,Jalisco,Fraud,8783
2022,Jalisco,Gender-based violence in all its forms other than domestic violence,0
2022,Jalisco,Homicide,2651
2022,Jalisco,Human trafficking,3
2022,Jalisco,Incest,0
2022,Jalisco,Injuries,11197
2022,Jalisco,Kidnapping,22
2022,Jalisco,Non-compliance with family support obligations,0
2022,Jalisco,Other common law crimes,13671
2022,Jalisco,Other crimes against heritage or property,0
2022,Jalisco,Other crimes against life and bodily integrity,0
2022,Jalisco,Other crimes against personal freedom,870
2022,Jalisco,Other crimes against sexual freedom and security,1604
2022,Jalisco,Other crimes against society,2
2022,Jalisco,Other crimes against the family,1027
2022,Jalisco,Prisoner escape,4
2022,Jalisco,Property damage,7010
2022,Jalisco,Robbery,46197
2022,Jalisco,Sexual abuse,3296
2022,Jalisco,Sexual harassment,414
2022,Jalisco,Simple rape,485
2022,Jalisco,Threats,10062
2022,Michoacán de Ocampo,Abduction,0
2022,Michoacán de Ocampo,Abortion,31
2022,Michoacán de Ocampo,Aggravated rape,141
2022,Michoacán de Ocampo,Burglary,339
2022,Michoacán de Ocampo,Child trafficking,0
2022,Michoacán de Ocampo,Corruption of minors,25
2022,Michoacán de Ocampo,Counterfeiting,759
2022,Michoacán de Ocampo,Crimes committed by public officials,312
2022,Michoacán de Ocampo,Dispossession,879
2022,Michoacán de Ocampo,Domestic violence,1444
2022,Michoacán de Ocampo,Drug trafficking (small-scale),2031
2022,Michoacán de Ocampo,Electoral crimes,8
2022,Michoacán de Ocampo,Embezzlement,695
2022,Michoacán de Ocampo,Environmental crimes,101
2022,Michoacán de Ocampo,Extortion,65
2022,Michoacán de Ocampo,Feminicide,43
2022,Michoacán de Ocampo,Forgery,19
2022,Michoacán de Ocampo,Fraud,2372
2022,Michoacán de Ocampo,Gender-based violence in all its forms other than domestic violence,0
2022,Michoacán de Ocampo,Homicide,3034
2022,Michoacán de Ocampo,Human trafficking,8
2022,Michoacán de Ocampo,Incest,0
2022,Michoacán de Ocampo,Injuries,7925
2022,Michoacán de Ocampo,Kidnapping,39
2022,Michoacán de Ocampo,Non-compliance with family support obligations,188
2022,Michoacán de Ocampo,Other common law crimes,2547
2022,Michoacán de Ocampo,Other crimes against heritage or property,314
2022,Michoacán de Ocampo,Other crimes against life and bodily integrity,271
2022,Michoacán de Ocampo,Other crimes against personal freedom,369
2022,Michoacán de Ocampo,Other crimes against sexual freedom and security,284
2022,Michoacán de Ocampo,Other crimes against society,4
2022,Michoacán de Ocampo,Other crimes against the family,0
2022,Michoacán de Ocampo,Prisoner escape,0
2022,Michoacán de Ocampo,Property damage,3738
2022,Michoacán de Ocampo,Robbery,11304
2022,Michoacán de Ocampo,Sexual abuse,657
2022,Michoacán de Ocampo,Sexual harassment,220
2022,Michoacán de Ocampo,Simple rape,449
2022,Michoacán de Ocampo,Threats,4759
2022,Morelos,Abduction,1
2022,Morelos,Abortion,10
2022,Morelos,Aggravated rape,3
2022,Morelos,Burglary,360
2022,Morelos,Child trafficking,0
2022,Morelos,Corruption of minors,37
2022,Morelos,Counterfeiting,183
2022,Morelos,Crimes committed by public officials,25
2022,Morelos,Dispossession,1228
2022,Morelos,Domestic violence,5206
2022,Morelos,Drug trafficking (small-scale),665
2022,Morelos,Electoral crimes,0
2022,Morelos,Embezzlement,639
2022,Morelos,Environmental crimes,13
2022,Morelos,Extortion,147
2022,Morelos,Feminicide,32
2022,Morelos,Forgery,89
2022,Morelos,Fraud,1875
2022,Morelos,Gender-based violence in all its forms other than domestic violence,0
2022,Morelos,Homicide,1350
2022,Morelos,Human trafficking,8
2022,Morelos,Incest,3
2022,Morelos,Injuries,3851
2022,Morelos,Kidnapping,23
